"Crear hora","Casa de apuestas","ID Padre","ID de usuario",Usuario,Tipo,"ID de transacción","Nombre de usuario del emisor",Moneda,Ingresos,Estado,Total,Comisión,Saldo,"Saldo actual",Billeteras,"Tipo de transacción","grupo causal",causal,"producto causal",Descripción,Nota,"Dirección IP"
"2026-08-28 09:25:17",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817984012,Sistema,USD,0.00,-0.2,-0.2,,21.45,21.25,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:25:14",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817983397,Sistema,USD,0.00,-0.01,-0.01,,12.01,12,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:15",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817983739,Sistema,USD,0.00,-0.01,-0.01,,11.97,11.96,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:21",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817984792,Sistema,USD,0.04,0.00,0.04,,11.88,11.92,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:22",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817984873,Sistema,USD,0.00,-0.01,-0.01,,11.92,11.91,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:18",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817984111,Sistema,USD,0.00,-0.01,-0.01,,11.97,11.96,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:22",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817984942,Sistema,USD,0.00,-0.01,-0.01,,11.95,11.94,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:58",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817990897,Sistema,USD,0.4,0.00,0.4,,11.93,12.33,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:58",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817990948,Sistema,USD,0.00,-0.01,-0.01,,12.33,12.32,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:59",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991068,Sistema,USD,0.00,-0.01,-0.01,,12.34,12.33,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:59",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817991089,Sistema,USD,0.00,-0.2,-0.2,,19.75,19.55,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:25:59",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991143,Sistema,USD,0.00,-0.01,-0.01,,12.33,12.32,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:01",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991410,Sistema,USD,0.00,-0.01,-0.01,,12.3,12.29,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:02",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991458,Sistema,USD,0.00,-0.01,-0.01,,12.29,12.28,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:00",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991281,Sistema,USD,0.00,-0.01,-0.01,,12.32,12.31,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:01",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991362,Sistema,USD,0.00,-0.01,-0.01,,12.31,12.3,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:00",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817991170,Sistema,USD,0.01,0.00,0.01,,12.32,12.33,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:25:58",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817990975,Sistema,USD,0.03,0.00,0.03,,12.32,12.35,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:09",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817992604,Sistema,USD,0.00,-0.01,-0.01,,12.23,12.22,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:10",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817992664,Sistema,USD,0.00,-0.2,-0.2,,19.15,18.95,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:26:10",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817992820,Sistema,USD,0.00,-0.01,-0.01,,12.2,12.19,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:14",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817993315,Sistema,USD,0.00,-0.01,-0.01,,12.13,12.12,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:14",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817993432,Sistema,USD,0.00,-0.01,-0.01,,12.12,12.11,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:13",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817993243,Sistema,USD,0.00,-0.01,-0.01,,12.14,12.13,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:13",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817993249,Sistema,USD,0.4,0.00,0.4,,18.75,19.15,SportBooks,Deposit,"Actividad de apuestas/juegos","Evoplay Win (177)",Casino,"3 Crowns: Coin Hunt Ganancia",,
"2026-08-28 09:26:15",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817993648,Sistema,USD,0.00,-0.01,-0.01,,12.09,12.08,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:21",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817994644,Sistema,USD,0.00,-0.01,-0.01,,12.03,12.02,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:21",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817994650,Sistema,USD,0.00,-0.2,-0.2,,18.95,18.75,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:26:22",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817994812,Sistema,USD,0.00,-0.01,-0.01,,12.06,12.05,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:22",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817994875,Sistema,USD,0.00,-0.01,-0.01,,12.05,12.04,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:19",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817994359,Sistema,USD,0.00,-0.01,-0.01,,12.05,12.04,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:25",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995289,Sistema,USD,0.00,-0.01,-0.01,,12.02,12.01,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:25",geniusbet.sv,787533464,788642432,50376116026,"Player Online",115817995340,Sistema,USD,0.00,-0.1,-0.1,,4.63,4.53,SportBooks,Withdraw,"Actividad de apuestas/juegos","Pragmaticplay Bet (607)",Casino,"Tree of Riches Apuesta",,
"2026-08-28 09:26:25",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995367,Sistema,USD,0.00,-0.01,-0.01,,12.01,12,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:27",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995661,Sistema,USD,0.00,-0.01,-0.01,,12,11.99,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:27",geniusbet.sv,787533464,788642432,50376116026,"Player Online",115817995688,Sistema,USD,0.5,0.00,0.5,,4.43,4.93,SportBooks,Deposit,"Actividad de apuestas/juegos","Pragmaticplay Win (608)",Casino,"Tree of Riches Ganancia",,
"2026-08-28 09:26:28",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995805,Sistema,USD,0.00,-0.01,-0.01,,11.98,11.97,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:28",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817995817,Sistema,USD,0.3,0.00,0.3,,18.35,18.65,SportBooks,Deposit,"Actividad de apuestas/juegos","Evoplay Win (177)",Casino,"3 Crowns: Coin Hunt Ganancia",,
"2026-08-28 09:26:28",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995826,Sistema,USD,0.02,0.00,0.02,,11.97,11.99,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:24",geniusbet.sv,787533464,788642432,50376116026,"Player Online",115817995079,Sistema,USD,0.00,-0.1,-0.1,,4.73,4.63,SportBooks,Withdraw,"Actividad de apuestas/juegos","Pragmaticplay Bet (607)",Casino,"Tree of Riches Apuesta",,
"2026-08-28 09:26:24",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995145,Sistema,USD,0.00,-0.01,-0.01,,12.04,12.03,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:24",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817995151,Sistema,USD,0.00,-0.2,-0.2,,18.75,18.55,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:26:27",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995574,Sistema,USD,0.00,-0.01,-0.01,,12.01,12,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:23",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817994977,Sistema,USD,0.00,-0.01,-0.01,,12.06,12.05,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:25",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995403,Sistema,USD,0.03,0.00,0.03,,12,12.03,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:33",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996624,Sistema,USD,0.00,-0.01,-0.01,,11.91,11.9,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:30",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996084,Sistema,USD,0.00,-0.01,-0.01,,11.96,11.95,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:30",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996147,Sistema,USD,0.00,-0.01,-0.01,,11.95,11.94,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:29",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995925,Sistema,USD,0.00,-0.01,-0.01,,11.98,11.97,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:33",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996558,Sistema,USD,0.02,0.00,0.02,,11.89,11.91,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:28",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817995859,Sistema,USD,0.00,-0.01,-0.01,,11.99,11.98,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:34",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996780,Sistema,USD,0.00,-0.01,-0.01,,11.89,11.88,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:34",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996879,Sistema,USD,0.04,0.00,0.04,,11.87,11.91,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:37",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997314,Sistema,USD,0.00,-0.01,-0.01,,11.89,11.88,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:37",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997404,Sistema,USD,0.00,-0.01,-0.01,,11.88,11.87,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:35",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817996996,Sistema,USD,0.00,-0.01,-0.01,,11.93,11.92,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:36",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997065,Sistema,USD,0.00,-0.01,-0.01,,11.92,11.91,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:36",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817997149,Sistema,USD,0.00,-0.2,-0.2,,18.45,18.25,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:26:36",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997173,Sistema,USD,0.00,-0.01,-0.01,,11.91,11.9,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:37",geniusbet.sv,787533464,788642432,50376116026,"Player Online",115817997275,Sistema,USD,0.00,-0.1,-0.1,,4.93,4.83,SportBooks,Withdraw,"Actividad de apuestas/juegos","Pragmaticplay Bet (607)",Casino,"Tree of Riches Apuesta",,
"2026-08-28 09:26:38",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997479,Sistema,USD,0.00,-0.01,-0.01,,11.87,11.86,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:38",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997566,Sistema,USD,0.00,-0.01,-0.01,,11.86,11.85,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:41",geniusbet.sv,787533464,788642432,50376116026,"Player Online",115817998001,Sistema,USD,0.00,-0.1,-0.1,,4.73,4.63,SportBooks,Withdraw,"Actividad de apuestas/juegos","Pragmaticplay Bet (607)",Casino,"Tree of Riches Apuesta",,
"2026-08-28 09:26:42",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817998058,Sistema,USD,0.01,0.00,0.01,,11.82,11.83,SportBooks,Deposit,"Actividad de apuestas/juegos","Onlyplay Win (1616)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:40",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997764,Sistema,USD,0.00,-0.01,-0.01,,11.83,11.82,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:40",geniusbet.sv,787533464,788174999,50374768697,"Player Online",115817997824,Sistema,USD,0.00,-0.01,-0.01,,11.82,11.81,SportBooks,Withdraw,"Actividad de apuestas/juegos","Onlyplay Bet (1615)",Casino,"Piggy Tap Bet",,
"2026-08-28 09:26:39",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817997659,Sistema,USD,0.00,-0.2,-0.2,,18.25,18.05,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:26:39",geniusbet.sv,787533464,788642432,50376116026,"Player Online",115817997689,Sistema,USD,0.00,-0.1,-0.1,,4.83,4.73,SportBooks,Withdraw,"Actividad de apuestas/juegos","Pragmaticplay Bet (607)",Casino,"Tree of Riches Apuesta",,
"2026-08-28 09:12:16",geniusbet.sv,787533464,788238935,50373463888,"Player Online",115817869325,Sistema,USD,0.00,-0.4,-0.4,,0.76,0.36,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playngo Bet (1107)",Casino,"Unigoat Apuesta",,
"2026-08-28 09:12:16",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817869400,Sistema,USD,0.00,-0.2,-0.2,,19.85,19.65,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
"2026-08-28 09:12:12",geniusbet.sv,787533464,788238935,50373463888,"Player Online",115817868779,Sistema,USD,0.00,-0.4,-0.4,,1.16,0.76,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playngo Bet (1107)",Casino,"Unigoat Apuesta",,
"2026-08-28 09:12:12",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817868791,Sistema,USD,0.00,-0.2,-0.2,,6.66,6.46,SportBooks,Withdraw,"Actividad de apuestas/juegos","Netgame Bet (514)",Casino,"Netgame Bet",,
"2026-08-28 09:12:24",geniusbet.sv,787533464,788238935,50373463888,"Player Online",115817870459,Sistema,USD,0.00,-0.4,-0.4,,0.92,0.52,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playngo Bet (1107)",Casino,"Unigoat Apuesta",,
"2026-08-28 09:12:23",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817870327,Sistema,USD,0.00,-0.2,-0.2,,19.45,19.25,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
"2026-08-28 09:12:29",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817871191,Sistema,USD,0.00,-0.2,-0.2,,19.05,18.85,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
"2026-08-28 09:12:29",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817871248,Sistema,USD,0.25,0.00,0.25,,8.15,8.4,SportBooks,Deposit,"Actividad de apuestas/juegos","Evoplay Win (177)",Casino,"3 Crowns: Coin Hunt Ganancia",,
"2026-08-28 09:12:46",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817873693,Sistema,USD,1.8,0.00,1.8,,17.25,19.05,SportBooks,Deposit,"Actividad de apuestas/juegos","Playson Win (391)",Casino,"Royal Express: Hold and Win Win",,
"2026-08-28 09:12:50",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817874233,Sistema,USD,0.00,-0.1,-0.1,,8,7.9,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:13:08",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817876909,Sistema,USD,0.8,0.00,0.8,,17.85,18.65,SportBooks,Deposit,"Actividad de apuestas/juegos","Playson Win (391)",Casino,"Royal Express: Hold and Win Win",,
"2026-08-28 09:13:10",geniusbet.sv,787533464,787871207,50375942098,"Player Retail",115817877236,Sistema,USD,0.00,-0.1,-0.1,,7.9,7.8,SportBooks,Withdraw,"Actividad de apuestas/juegos","Evoplay Bet (176)",Casino,"3 Crowns: Coin Hunt Apuesta",,
"2026-08-28 09:13:58",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817883908,Sistema,USD,0.00,-0.2,-0.2,,16.85,16.65,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
"2026-08-28 09:13:55",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817883662,Sistema,USD,0.8,0.00,0.8,,16.05,16.85,SportBooks,Deposit,"Actividad de apuestas/juegos","Playson Win (391)",Casino,"Royal Express: Hold and Win Win",,
"2026-08-28 09:13:56",geniusbet.sv,787533464,788311886,50361015814,"Player Online",115817883743,Sistema,USD,0.00,-0.25,-0.25,,3.86,3.61,SportBooks,Withdraw,"Actividad de apuestas/juegos","3Oaks Bet (1049)",Casino,"Super Hot Chilli Apuesta",,
"2026-08-28 09:13:58",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817883935,Sistema,USD,0.00,-0.1,-0.1,,4.96,4.86,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:02",geniusbet.sv,787533464,788311886,50361015814,"Player Online",115817884478,Sistema,USD,0.00,-0.25,-0.25,,3.36,3.11,SportBooks,Withdraw,"Actividad de apuestas/juegos","3Oaks Bet (1049)",Casino,"Super Hot Chilli Apuesta",,
"2026-08-28 09:14:02",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817884610,Sistema,USD,0.00,-0.1,-0.1,,4.76,4.66,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:13:53",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817883296,Sistema,USD,0.00,-0.1,-0.1,,5.16,5.06,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:28",geniusbet.sv,787533464,788311886,50361015814,"Player Online",115817888525,Sistema,USD,0.00,-0.25,-0.25,,0.71,0.46,SportBooks,Withdraw,"Actividad de apuestas/juegos","3Oaks Bet (1049)",Casino,"Super Hot Chilli Apuesta",,
"2026-08-28 09:14:28",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817888579,Sistema,USD,0.00,-0.1,-0.1,,3.76,3.66,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:27",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817888426,Sistema,USD,0.00,-0.2,-0.2,,15.05,14.85,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
"2026-08-28 09:14:29",geniusbet.sv,787533464,788311886,50361015814,"Player Online",115817888780,Sistema,USD,0.00,-0.25,-0.25,,0.46,0.21,SportBooks,Withdraw,"Actividad de apuestas/juegos","3Oaks Bet (1049)",Casino,"Super Hot Chilli Apuesta",,
"2026-08-28 09:14:26",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817888252,Sistema,USD,0.00,-0.1,-0.1,,3.86,3.76,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:30",geniusbet.sv,787533464,788656478,50363147240,"Player Online",115817888834,Sistema,USD,0.00,-0.4,-0.4,,43.48,43.08,SportBooks,Withdraw,"Actividad de apuestas/juegos","TaDa Bet (1971)",Casino,"Bison Fortune Coins Bet",,
"2026-08-28 09:14:34",geniusbet.sv,787533464,788656478,50363147240,"Player Online",115817889368,Sistema,USD,0.00,-0.4,-0.4,,43.48,43.08,SportBooks,Withdraw,"Actividad de apuestas/juegos","TaDa Bet (1971)",Casino,"Bison Fortune Coins Bet",,
"2026-08-28 09:14:34",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817889416,Sistema,USD,0.00,-0.2,-0.2,,14.45,14.25,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
"2026-08-28 09:14:35",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817889494,Sistema,USD,0.00,-0.1,-0.1,,3.46,3.36,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:32",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817889188,Sistema,USD,0.00,-0.1,-0.1,,3.56,3.46,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:38",geniusbet.sv,787533464,788656478,50363147240,"Player Online",115817889980,Sistema,USD,0.00,-0.4,-0.4,,42.68,42.28,SportBooks,Withdraw,"Actividad de apuestas/juegos","TaDa Bet (1971)",Casino,"Bison Fortune Coins Bet",,
"2026-08-28 09:14:41",geniusbet.sv,788361335,788632772,50374061016,"Player Retail",115817890370,Sistema,USD,0.00,-0.1,-0.1,,3.16,3.06,SportBooks,Withdraw,"Actividad de apuestas/juegos","Belatra Bet (2056)",Casino,"Jackpot Pagoda Bet",,
"2026-08-28 09:14:42",geniusbet.sv,787533464,787856033,50375643675,"Player Retail",115817890475,Sistema,USD,0.00,-0.2,-0.2,,13.85,13.65,SportBooks,Withdraw,"Actividad de apuestas/juegos","Playson Bet (390)",Casino,"Royal Express: Hold and Win Bet",,
